0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242
0.0278312,-0.00154302,0.0892242

